Date,Open,High,Low,Close,Volume,Stock
4/24/1985,0.35344,0.35985,0.35089,0.35089,22014360,AAPL
4/25/1985,0.35089,0.35344,0.35089,0.35089,24438183,AAPL
4/26/1985,0.35089,0.36112,0.34962,0.34962,33383865,AAPL
4/29/1985,0.34962,0.35089,0.33681,0.33681,17347867,AAPL
4/30/1985,0.33938,0.34192,0.33938,0.33938,26418474,AAPL
5/1/1985,0.33938,0.34192,0.33297,0.33297,15992269,AAPL
5/2/1985,0.32911,0.32911,0.30733,0.30733,91968038,AAPL
5/3/1985,0.30733,0.32142,0.30733,0.32018,44097428,AAPL
5/6/1985,0.32018,0.32272,0.31507,0.31507,15654933,AAPL
5/7/1985,0.32018,0.32018,0.32018,0.32018,30010503,AAPL
5/8/1985,0.3176,0.3176,0.3176,0.3176,40268035,AAPL
5/9/1985,0.32018,0.32142,0.32018,0.32018,35439126,AAPL
5/10/1985,0.32018,0.32785,0.32018,0.32272,37950406,AAPL
5/13/1985,0.32272,0.32525,0.32018,0.32018,24325744,AAPL
5/14/1985,0.32018,0.32142,0.31507,0.31507,33952331,AAPL
5/15/1985,0.32018,0.32525,0.32018,0.32018,36376160,AAPL
5/16/1985,0.34192,0.35089,0.34192,0.34192,64293923,AAPL
5/17/1985,0.34192,0.35344,0.33938,0.34702,59083943,AAPL
5/20/1985,0.34702,0.35473,0.34192,0.34192,54992169,AAPL
5/21/1985,0.33938,0.33938,0.33041,0.33041,42541932,AAPL
5/22/1985,0.33041,0.33297,0.32911,0.32911,33621242,AAPL
5/23/1985,0.32785,0.32785,0.31507,0.31507,66699004,AAPL
5/24/1985,0.31507,0.31507,0.28941,0.28941,164395532,AAPL
5/28/1985,0.28556,0.28556,0.26891,0.26891,142499861,AAPL
5/29/1985,0.27279,0.27535,0.27279,0.27279,68760507,AAPL
5/30/1985,0.28046,0.28556,0.28046,0.28046,87826303,AAPL
5/31/1985,0.28046,0.28814,0.27786,0.27786,103025194,AAPL
6/3/1985,0.27148,0.27148,0.2561,0.2561,160641102,AAPL
6/4/1985,0.27535,0.27786,0.27535,0.27535,112089572,AAPL
6/5/1985,0.27535,0.28299,0.26891,0.26891,79873905,AAPL
6/6/1985,0.27148,0.27148,0.27148,0.27148,75632194,AAPL
6/7/1985,0.27148,0.27148,0.26126,0.26126,132535934,AAPL
6/10/1985,0.26126,0.26381,0.25742,0.25742,88163639,AAPL
6/11/1985,0.25742,0.26381,0.25742,0.25742,83865702,AAPL
6/12/1985,0.25742,0.2587,0.25228,0.25228,69160316,AAPL
6/13/1985,0.25228,0.25355,0.2369,0.2369,105842594,AAPL
6/14/1985,0.2369,0.25228,0.23564,0.23564,157754993,AAPL
6/17/1985,0.2369,0.23949,0.2369,0.2369,65911889,AAPL
6/18/1985,0.24333,0.24715,0.24333,0.24333,73964239,AAPL
6/19/1985,0.24975,0.25355,0.24975,0.24975,47964306,AAPL
6/20/1985,0.25228,0.25228,0.25228,0.25228,53211785,AAPL
6/21/1985,0.25742,0.26381,0.25742,0.25742,46333854,AAPL
6/24/1985,0.27535,0.2792,0.27535,0.27535,57384755,AAPL
6/25/1985,0.2792,0.28556,0.2792,0.2792,81966629,AAPL
6/26/1985,0.28941,0.28941,0.28941,0.28941,36869682,AAPL
6/27/1985,0.29328,0.2958,0.29328,0.29328,53674051,AAPL
6/28/1985,0.29328,0.2958,0.28814,0.28814,37856706,AAPL
7/1/1985,0.28941,0.2907,0.28941,0.28941,28848554,AAPL
7/2/1985,0.28941,0.2907,0.27535,0.27535,21677030,AAPL
7/3/1985,0.2792,0.2792,0.2792,0.2792,19103271,AAPL
7/5/1985,0.28046,0.28299,0.28046,0.28046,10201316,AAPL
7/8/1985,0.28046,0.28299,0.28046,0.28046,25718819,AAPL
7/9/1985,0.28046,0.28299,0.28046,0.28046,41248811,AAPL
7/10/1985,0.28814,0.28814,0.28814,0.28814,29573204,AAPL
7/11/1985,0.28814,0.28941,0.28814,0.28814,18097505,AAPL
7/12/1985,0.28814,0.28814,0.28556,0.28556,13118654,AAPL
7/15/1985,0.28556,0.2907,0.28299,0.28299,21664520,AAPL
7/16/1985,0.28299,0.28556,0.2792,0.2792,39980668,AAPL
7/17/1985,0.28046,0.28556,0.28046,0.28046,32959059,AAPL
7/18/1985,0.28046,0.28046,0.27535,0.27535,49938360,AAPL
7/19/1985,0.27786,0.27786,0.27786,0.27786,32047020,AAPL
7/22/1985,0.27786,0.27786,0.26891,0.26891,53630326,AAPL
7/23/1985,0.26891,0.27279,0.26381,0.26381,47046009,AAPL
7/24/1985,0.26381,0.26768,0.2587,0.2587,47052251,AAPL
7/25/1985,0.26509,0.26768,0.26509,0.26509,87870023,AAPL
7/26/1985,0.26509,0.26768,0.26509,0.26509,36401157,AAPL
7/29/1985,0.26509,0.26509,0.2561,0.2561,21683262,AAPL
7/30/1985,0.2587,0.26126,0.2587,0.2587,24950431,AAPL
7/31/1985,0.2587,0.26126,0.25355,0.25355,22451651,AAPL
8/1/1985,0.25355,0.25742,0.25355,0.25355,14380555,AAPL
8/2/1985,0.25355,0.25355,0.25228,0.25228,27168123,AAPL
8/5/1985,0.25228,0.25355,0.24588,0.24588,25750047,AAPL
8/6/1985,0.24588,0.25228,0.24333,0.24333,17591496,AAPL
8/7/1985,0.24333,0.2561,0.2369,0.2369,42317047,AAPL
8/8/1985,0.24202,0.24333,0.24202,0.24202,41211327,AAPL
8/9/1985,0.24333,0.24333,0.24333,0.24333,16998043,AAPL
8/12/1985,0.24333,0.24333,0.23949,0.23949,15336331,AAPL
8/13/1985,0.24333,0.24715,0.24333,0.24333,11819300,AAPL
8/14/1985,0.24333,0.24333,0.23305,0.23305,80848426,AAPL
8/15/1985,0.23305,0.23564,0.23051,0.23051,29335821,AAPL
8/16/1985,0.23305,0.2369,0.23305,0.23305,23357459,AAPL
8/19/1985,0.23949,0.24333,0.23949,0.23949,13349798,AAPL
8/20/1985,0.24333,0.24333,0.24333,0.24333,18672225,AAPL
8/21/1985,0.24333,0.24333,0.24333,0.24333,21477124,AAPL
8/22/1985,0.24333,0.24333,0.2369,0.2369,34389635,AAPL
8/23/1985,0.2369,0.23949,0.23564,0.23564,12275315,AAPL
8/26/1985,0.24202,0.24202,0.24202,0.24202,9945186,AAPL
8/27/1985,0.24333,0.24333,0.24333,0.24333,11969213,AAPL
8/28/1985,0.24333,0.24588,0.24333,0.24333,11419481,AAPL
8/29/1985,0.24333,0.24333,0.2369,0.2369,15648669,AAPL
8/30/1985,0.23949,0.23949,0.23949,0.23949,11956721,AAPL
9/3/1985,0.23949,0.23949,0.23564,0.23564,10444953,AAPL
9/4/1985,0.2369,0.24202,0.2369,0.2369,13262346,AAPL
9/5/1985,0.2369,0.23949,0.2369,0.2369,9151833,AAPL
9/6/1985,0.23949,0.23949,0.23949,0.23949,25881231,AAPL
9/9/1985,0.24333,0.24588,0.24333,0.24333,36900911,AAPL
9/10/1985,0.24588,0.24975,0.24588,0.24588,33958590,AAPL
9/11/1985,0.24715,0.24975,0.24715,0.24715,24288253,AAPL
9/12/1985,0.25742,0.25742,0.25742,0.25742,31003756,AAPL
9/13/1985,0.25742,0.25742,0.25228,0.25228,19671735,AAPL
9/16/1985,0.25228,0.25228,0.24333,0.24333,10313774,AAPL
9/17/1985,0.24333,0.24333,0.24333,0.24333,51243979,AAPL
9/18/1985,0.2587,0.2587,0.2587,0.2587,33490067,AAPL
9/19/1985,0.27148,0.27148,0.27148,0.27148,51962383,AAPL
9/20/1985,0.27148,0.27279,0.26768,0.26768,37713009,AAPL
9/23/1985,0.26891,0.27279,0.26891,0.26891,33071516,AAPL
9/24/1985,0.26891,0.27535,0.26381,0.26381,24569372,AAPL
9/25/1985,0.26381,0.26381,0.25355,0.25355,29142168,AAPL
9/26/1985,0.25355,0.2561,0.25355,0.25355,14917801,AAPL
9/27/1985,0.25355,0.2561,0.25355,0.25355,1924068,AAPL
9/30/1985,0.25355,0.2561,0.25228,0.25228,10220051,AAPL
10/1/1985,0.25228,0.25355,0.25228,0.25228,24638089,AAPL
10/2/1985,0.25228,0.25355,0.24975,0.24975,5997095,AAPL
10/3/1985,0.24975,0.24975,0.24715,0.24715,13643404,AAPL
10/4/1985,0.24715,0.24715,0.23949,0.23949,19390627,AAPL
10/7/1985,0.23949,0.24333,0.23949,0.23949,25637600,AAPL
10/8/1985,0.24202,0.24202,0.24202,0.24202,24257025,AAPL
10/9/1985,0.24202,0.24333,0.23949,0.23949,23095089,AAPL
10/10/1985,0.25355,0.2561,0.25355,0.25355,72995960,AAPL
10/11/1985,0.2561,0.2587,0.2561,0.2561,32990296,AAPL
10/14/1985,0.26509,0.26509,0.26509,0.26509,43279072,AAPL
10/15/1985,0.27148,0.27279,0.27148,0.27148,81960383,AAPL
10/16/1985,0.28814,0.28941,0.28814,0.28814,80442370,AAPL
10/17/1985,0.2907,0.30475,0.2907,0.2907,97103057,AAPL
10/18/1985,0.2907,0.29328,0.28299,0.28299,64262686,AAPL
10/21/1985,0.28299,0.28299,0.27535,0.27535,33152737,AAPL
10/22/1985,0.28814,0.2907,0.28814,0.28814,118399008,AAPL
10/23/1985,0.28814,0.2958,0.28814,0.28814,41379992,AAPL
10/24/1985,0.29328,0.30095,0.29328,0.29328,76031993,AAPL
10/25/1985,0.29328,0.29328,0.28814,0.28814,17647720,AAPL
10/28/1985,0.28814,0.28941,0.28814,0.28814,16585731,AAPL
10/29/1985,0.28814,0.28814,0.28556,0.28556,36501103,AAPL
10/30/1985,0.30351,0.30351,0.30351,0.30351,63188204,AAPL
10/31/1985,0.30351,0.30733,0.29712,0.29712,43247843,AAPL
11/1/1985,0.29712,0.30351,0.29712,0.29712,25812525,AAPL
11/4/1985,0.29838,0.30475,0.29838,0.29838,43429003,AAPL
11/5/1985,0.29838,0.30475,0.29712,0.29712,29991754,AAPL
11/6/1985,0.30733,0.3099,0.30733,0.30733,55904228,AAPL
11/7/1985,0.31249,0.3176,0.31249,0.31249,88444752,AAPL
11/8/1985,0.32785,0.33041,0.32785,0.32785,82022862,AAPL
11/11/1985,0.32785,0.33041,0.32018,0.32018,49857149,AAPL
11/12/1985,0.32018,0.32272,0.3176,0.3176,48426600,AAPL
11/13/1985,0.3176,0.3176,0.3099,0.3099,28323810,AAPL
11/14/1985,0.32018,0.32142,0.32018,0.32018,38906185,AAPL
11/15/1985,0.32018,0.32272,0.3176,0.3176,22751507,AAPL
11/18/1985,0.3176,0.32018,0.3176,0.3176,18003791,AAPL
11/19/1985,0.3176,0.32018,0.30733,0.30733,26306034,AAPL
11/20/1985,0.30733,0.3099,0.30351,0.30351,27630402,AAPL
11/21/1985,0.30351,0.30733,0.30351,0.30351,28711116,AAPL
11/22/1985,0.30351,0.30733,0.30095,0.30351,35907642,AAPL
11/25/1985,0.30351,0.30733,0.30351,0.30475,27105642,AAPL
11/26/1985,0.30475,0.3112,0.30351,0.3099,45865321,AAPL
11/27/1985,0.3099,0.32142,0.30733,0.32018,53467909,AAPL
11/29/1985,0.32018,0.32142,0.3176,0.32142,27617900,AAPL
12/2/1985,0.32142,0.32272,0.32018,0.32272,27942742,AAPL
12/3/1985,0.32272,0.32525,0.32018,0.32142,43247843,AAPL
12/4/1985,0.32142,0.32911,0.32142,0.32785,46046495,AAPL
12/5/1985,0.32785,0.33041,0.32018,0.32142,34901871,AAPL
12/6/1985,0.32142,0.32142,0.31249,0.31507,18253682,AAPL
12/9/1985,0.31507,0.32018,0.30733,0.3099,39006155,AAPL
12/10/1985,0.3099,0.31249,0.30733,0.3112,56029170,AAPL
12/11/1985,0.3112,0.32142,0.3112,0.31507,66267962,AAPL
12/12/1985,0.3176,0.32272,0.3176,0.32018,34933112,AAPL
12/13/1985,0.32018,0.32272,0.31507,0.32018,70041147,AAPL
12/16/1985,0.32018,0.33938,0.32018,0.33297,80573558,AAPL
12/17/1985,0.33297,0.33551,0.32525,0.32911,30416541,AAPL
12/18/1985,0.34192,0.36496,0.34192,0.35473,156118276,AAPL
12/19/1985,0.35473,0.36241,0.35344,0.35985,75332329,AAPL
12/20/1985,0.35985,0.36241,0.35473,0.3573,57459722,AAPL
12/23/1985,0.3573,0.35985,0.34448,0.34962,39943192,AAPL
12/24/1985,0.34962,0.35089,0.34448,0.34702,18016293,AAPL
12/26/1985,0.34702,0.35089,0.34448,0.34702,12787572,AAPL
12/27/1985,0.34702,0.36112,0.34702,0.3573,34270933,AAPL
12/30/1985,0.3573,0.36112,0.35344,0.35473,30029235,AAPL
12/31/1985,0.35473,0.3573,0.35089,0.35089,24331982,AAPL
1/2/1986,0.35089,0.35473,0.34702,0.35473,32746660,AAPL
1/3/1986,0.35473,0.3573,0.35344,0.3573,67536112,AAPL
1/6/1986,0.3573,0.3573,0.34962,0.35473,51606303,AAPL
1/7/1986,0.35473,0.36754,0.35344,0.36754,131224078,AAPL
1/8/1986,0.36754,0.37522,0.36241,0.36496,169449346,AAPL
1/9/1986,0.36496,0.36754,0.34962,0.36112,124727201,AAPL
1/10/1986,0.36112,0.36883,0.36112,0.36241,42735602,AAPL
1/13/1986,0.36241,0.36883,0.35985,0.36754,60077213,AAPL
1/14/1986,0.36754,0.37906,0.35985,0.37138,76050726,AAPL
1/15/1986,0.37138,0.38289,0.36883,0.38164,118099161,AAPL
1/16/1986,0.38164,0.39443,0.38164,0.39186,149140406,AAPL
1/17/1986,0.39186,0.39443,0.38164,0.38289,96322191,AAPL
1/20/1986,0.38289,0.38289,0.37394,0.38164,35532822,AAPL
1/21/1986,0.38164,0.38419,0.37906,0.38289,42379524,AAPL
1/22/1986,0.38289,0.38419,0.3573,0.37394,39880726,AAPL
1/23/1986,0.37394,0.37522,0.36241,0.36754,43622665,AAPL
1/24/1986,0.36754,0.37394,0.36112,0.36112,31228660,AAPL
1/27/1986,0.36112,0.36241,0.35089,0.35344,108647478,AAPL
1/28/1986,0.35344,0.3573,0.35089,0.35473,61995033,AAPL
1/29/1986,0.35473,0.38932,0.35089,0.37651,164420523,AAPL
1/30/1986,0.37522,0.37522,0.36496,0.36754,66061821,AAPL
1/31/1986,0.36754,0.37138,0.36496,0.36883,41192585,AAPL
2/3/1986,0.36883,0.38289,0.36496,0.38164,97615308,AAPL
2/4/1986,0.38164,0.38932,0.37906,0.37906,72558675,AAPL
2/5/1986,0.37906,0.38164,0.37522,0.37906,54985915,AAPL
2/6/1986,0.37906,0.38674,0.37651,0.38419,37431901,AAPL
2/7/1986,0.38419,0.38419,0.37522,0.38289,36088810,AAPL
2/10/1986,0.38289,0.39186,0.37906,0.38164,31191161,AAPL
2/11/1986,0.38164,0.38289,0.37522,0.38164,42798051,AAPL
2/12/1986,0.38164,0.38289,0.37906,0.38289,37107060,AAPL
2/13/1986,0.38289,0.38289,0.37906,0.38164,30504003,AAPL
2/14/1986,0.38164,0.38419,0.37906,0.37906,38350214,AAPL
2/18/1986,0.37906,0.38289,0.37138,0.38164,41305033,AAPL
2/19/1986,0.38164,0.40724,0.38164,0.39956,100307772,AAPL
2/20/1986,0.39956,0.40593,0.39699,0.40081,38462654,AAPL
2/21/1986,0.40081,0.41111,0.40081,0.40339,52730756,AAPL
2/24/1986,0.40339,0.41111,0.39956,0.41111,68916687,AAPL
2/25/1986,0.41111,0.42134,0.40081,0.42134,62675941,AAPL
2/26/1986,0.42134,0.42646,0.41491,0.41491,45940294,AAPL
2/27/1986,0.41491,0.41618,0.40724,0.40853,30154170,AAPL
2/28/1986,0.40853,0.41366,0.39699,0.39956,34895639,AAPL
3/3/1986,0.39956,0.40081,0.39186,0.39316,30347825,AAPL
3/4/1986,0.39316,0.39956,0.39186,0.39316,24850494,AAPL
3/5/1986,0.39316,0.40724,0.38674,0.40339,49369886,AAPL
3/6/1986,0.40339,0.41111,0.40081,0.40593,28261339,AAPL
3/7/1986,0.40593,0.40593,0.39443,0.39443,26824524,AAPL
3/10/1986,0.39443,0.39699,0.39316,0.39316,21052325,AAPL
3/11/1986,0.39316,0.39699,0.39186,0.39699,28742357,AAPL
3/12/1986,0.39699,0.40081,0.39443,0.39443,23894691,AAPL
3/13/1986,0.39443,0.39956,0.38932,0.39443,32340620,AAPL
3/14/1986,0.39443,0.41874,0.39443,0.41618,107329357,AAPL
3/17/1986,0.41491,0.41491,0.40593,0.41491,33108999,AAPL
3/18/1986,0.41491,0.4354,0.41366,0.42902,69541377,AAPL
3/19/1986,0.42902,0.4354,0.42134,0.42388,52955655,AAPL
